ensembl_gene_id	chromosome_name	start_position	end_position	description	external_gene_name
ENSG00000213977	17	3662895	3668679	Tax1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30684]	TAX1BP3
ENSG00000213988	19	20077994	20127076	zinc finger protein 90 [Source:HGNC Symbol;Acc:HGNC:13165]	ZNF90
ENSG00000214046	19	16630751	16660442	small integral membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:28419]	SMIM7
ENSG00000214049	19	15828206	15836328	urothelial cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:37126]	UCA1
ENSG00000214078	20	35626031	35664956	copine 1 [Source:HGNC Symbol;Acc:HGNC:2314]	CPNE1
ENSG00000214087	17	81681165	81683797	ARF like GTPase 16 [Source:HGNC Symbol;Acc:HGNC:27902]	ARL16
ENSG00000214140	17	76527586	76553578	photoreceptor disc component [Source:HGNC Symbol;Acc:HGNC:32528]	PRCD
ENSG00000214207	Y	5573145	5574431	keratin 18 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:23962]	KRT18P10
ENSG00000214212	19	10836567	10869791	chromosome 19 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:34073]	C19orf38
ENSG00000214226	17	56791913	56838773	chromosome 17 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:27900]	C17orf67
ENSG00000214401	17	46193552	46197842	KANSL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43740]	KANSL1-AS1
ENSG00000214456	19	4522531	4535247	perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196]	PLIN5
ENSG00000214491	22	30522799	30546741	SEC14 like lipid binding 6 [Source:HGNC Symbol;Acc:HGNC:40047]	SEC14L6
ENSG00000214535	20	21166206	21166596	ribosomal protein S15a pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16598]	RPS15AP1
ENSG00000214612	20	18504633	18505066	ribosomal protein S19 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16534]	RPS19P1
ENSG00000214708	17	32141226	32143135	novel transcript, antisense to RHOT1	
ENSG00000214719	17	30576409	30672789	novel transcript	
ENSG00000214860	17	18377674	18389652	envoplakin like [Source:HGNC Symbol;Acc:HGNC:35236]	EVPLL
ENSG00000214867	21	36295173	36295702	serine and arginine rich splicing factor 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10792]	SRSF9P1
ENSG00000214941	17	15976560	15999717	zinc finger SWIM-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26993]	ZSWIM7
ENSG00000214999	17	8079459	8082210	novel transcript, antisense to ALOX12B	
ENSG00000215012	22	19846138	19854896	retrotransposon Gag like 10 [Source:HGNC Symbol;Acc:HGNC:26112]	RTL10
ENSG00000215030	17	17383377	17384012	ribosomal protein L13 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:35701]	RPL13P12
ENSG00000215041	17	7315628	7329393	neuralized E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:34410]	NEURL4
ENSG00000215193	22	18077923	18105396	peroxisomal biogenesis factor 26 [Source:HGNC Symbol;Acc:HGNC:22965]	PEX26
ENSG00000215251	20	3146519	3159865	FAST kinase domains 5 [Source:HGNC Symbol;Acc:HGNC:25790]	FASTKD5
ENSG00000215270	22	15854195	15855243	TOMM40 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54624]	TOMM40P2
ENSG00000215305	20	2840689	2866800	VPS16 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:14584]	VPS16
ENSG00000215386	21	15928296	16646364	mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]	MIR99AHG
ENSG00000215388	20	1160584	1161697	actin gamma 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:148]	ACTG1P3
ENSG00000215414	Y	13286638	13287378	proteasome subunit alpha 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17460]	PSMA6P1
ENSG00000215421	18	74597848	75065671	zinc finger protein 407 [Source:HGNC Symbol;Acc:HGNC:19904]	ZNF407
ENSG00000215424	21	46228394	46284359	MCM3AP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16417]	MCM3AP-AS1
ENSG00000215440	20	58689131	58719238	aminopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:16244]	NPEPL1
ENSG00000215457	18	51845007	51845628	ribosomal protein S8 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31000]	RPS8P3
ENSG00000215458	21	43805758	43812567	apoptosis associated transcript in bladder cancer [Source:HGNC Symbol;Acc:HGNC:51526]	AATBC
ENSG00000215493	22	20450122	20451824	KLHL12 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56971]	KLHL12P1
ENSG00000215529	20	32858923	32961845	EF-hand calcium binding domain 8 [Source:HGNC Symbol;Acc:HGNC:34532]	EFCAB8
ENSG00000215603	Y	7853686	7854876	zinc finger protein 92 pseudogene 1, Y-linked [Source:HGNC Symbol;Acc:HGNC:39553]	ZNF92P1Y
ENSG00000215769	17	64749663	64781707	ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene [Source:HGNC Symbol;Acc:HGNC:52873]	ARHGAP27P1-BPTFP1-KPNA2P3
ENSG00000216490	19	18173162	18178121	IFI30 lysosomal thiol reductase [Source:HGNC Symbol;Acc:HGNC:5398]	IFI30
ENSG00000216588	19	44613563	44636787	immunoglobulin superfamily member 23 [Source:HGNC Symbol;Acc:HGNC:40040]	IGSF23
ENSG00000216824	Y	8418791	8419900	zinc finger protein 736 pseudogene 10, Y-linked [Source:HGNC Symbol;Acc:HGNC:38410]	ZNF736P10Y
ENSG00000217442	22	50551112	50562919	synaptonemal complex central element protein 3 [Source:HGNC Symbol;Acc:HGNC:35245]	SYCE3
ENSG00000217930	16	4331549	4355607	presequence translocase associated motor 16 [Source:HGNC Symbol;Acc:HGNC:29679]	PAM16
ENSG00000218018	20	57376240	57393062	RBM38 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40725]	RBM38-AS1
ENSG00000218891	19	55576774	55580916	zinc finger protein 579 [Source:HGNC Symbol;Acc:HGNC:26646]	ZNF579
ENSG00000219200	17	7012417	7014532	ribonuclease K [Source:HGNC Symbol;Acc:HGNC:33911]	RNASEK
ENSG00000219665	19	11987617	12046275	ZNF433 and ZNF878 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53776]	ZNF433-AS1
ENSG00000220201	19	10304803	10309880	zinc finger GATA like protein 1 [Source:HGNC Symbol;Acc:HGNC:37245]	ZGLP1
ENSG00000220205	17	8159149	8163546	vesicle associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:12643]	VAMP2
ENSG00000221878	19	42924132	42937207	pregnancy specific beta-1-glycoprotein 7 [Source:HGNC Symbol;Acc:HGNC:9524]	PSG7
ENSG00000221887	18	63949301	63981774	histocompatibility minor serpin domain containing [Source:HGNC Symbol;Acc:HGNC:23037]	HMSD
ENSG00000221890	22	38818452	38844028	neuronal pentraxin receptor [Source:HGNC Symbol;Acc:HGNC:7954]	NPTXR
ENSG00000221916	19	49118402	49119143	chromosome 19 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:25534]	C19orf73
ENSG00000221923	19	52369917	52393738	zinc finger protein 880 [Source:HGNC Symbol;Acc:HGNC:37249]	ZNF880
ENSG00000221926	17	15627950	15684311	tripartite motif containing 16 [Source:HGNC Symbol;Acc:HGNC:17241]	TRIM16
ENSG00000221963	22	35648386	35668404	apolipoprotein L6 [Source:HGNC Symbol;Acc:HGNC:14870]	APOL6
ENSG00000221983	19	18571730	18577550	ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:HGNC Symbol;Acc:HGNC:12458]	UBA52
ENSG00000223461	22	19121464	19135657	novel transcript	
ENSG00000223496	16	70246778	70251940	exosome component 6 [Source:HGNC Symbol;Acc:HGNC:19055]	EXOSC6
ENSG00000223547	19	12064731	12081565	zinc finger protein 844 [Source:HGNC Symbol;Acc:HGNC:25932]	ZNF844
ENSG00000223573	19	5558167	5578349	TINCR ubiquitin domain containing [Source:HGNC Symbol;Acc:HGNC:14607]	TINCR
ENSG00000223768	21	45287983	45353538	long intergenic non-protein coding RNA 205 [Source:HGNC Symbol;Acc:HGNC:16420]	LINC00205
ENSG00000223799	21	33263873	33266301	IL10RB divergent transcript [Source:HGNC Symbol;Acc:HGNC:44303]	IL10RB-DT
ENSG00000223822	21	23390258	23390996	eukaryotic translation elongation factor 1 alpha 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3191]	EEF1A1P1
ENSG00000223891	20	44210907	44226450	OSER1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48585]	OSER1-DT
ENSG00000224086	22	21938269	21977632	PPM1F antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40888]	PPM1F-AS1
ENSG00000224256	22	28835893	28836137	BBLN pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56979]	BBLNP2
ENSG00000224397	20	50233416	50312038	plaque enriched lncRNA in atherosclerotic and inflammatory bowel macrophage regulation [Source:HGNC Symbol;Acc:HGNC:50328]	PELATON
ENSG00000224420	19	49688953	49690575	adrenomedullin 5 (putative) [Source:HGNC Symbol;Acc:HGNC:27293]	ADM5
ENSG00000224427	21	32841496	32841811	pseudogene similar to part of ribosomal protein L10 (RPL10)	
ENSG00000224470	16	71808439	71885268	ataxin 1 like [Source:HGNC Symbol;Acc:HGNC:33279]	ATXN1L
ENSG00000224505	17	45148627	45161733	HEXIM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55857]	HEXIM2-AS1
ENSG00000224543	19	14489388	14489609	small nuclear ribonucleoprotein polypeptide G pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:49371]	SNRPGP15
ENSG00000224738	17	59106598	59118456	novel transcript, antisense to TRIM37 and SKA2	
ENSG00000224877	17	81239305	81241310	NADH:ubiquinone oxidoreductase complex assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:33551]	NDUFAF8
ENSG00000224888	16	88731180	88741425	HSP90AB1 associated lncRNA 1 [Source:HGNC Symbol;Acc:HGNC:56095]	HSALR1
ENSG00000224961	20	10672695	10914535	long intergenic non-protein coding RNA 1752 [Source:HGNC Symbol;Acc:HGNC:52540]	LINC01752
ENSG00000225022	20	5292388	5292831	ubiquitin conjugating enzyme E2 D3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33349]	UBE2D3P1
ENSG00000225116	20	3465177	3465444	TCEAL9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56943]	TCEAL9P1
ENSG00000225170	20	22272052	22273454	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene	
ENSG00000225190	17	45435900	45490758	pleckstrin homology and RUN domain containing M1 [Source:HGNC Symbol;Acc:HGNC:29017]	PLEKHM1
ENSG00000225298	21	27722327	27751239	long intergenic non-protein coding RNA 113 [Source:HGNC Symbol;Acc:HGNC:1264]	LINC00113
ENSG00000225335	22	18075138	18078884	novel transcript	
ENSG00000225377	20	316860	348490	NRSN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51222]	NRSN2-AS1
ENSG00000225465	22	29409067	29478923	RFPL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:9978]	RFPL1S
ENSG00000225528	22	39960397	39964905	translation machinery associated 7 homolog B [Source:HGNC Symbol;Acc:HGNC:53893]	TMA7B
ENSG00000225544	22	21885282	21885673	MPPE1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56972]	MPPE1P2
ENSG00000225614	16	88382959	88440757	zinc finger protein 469 [Source:HGNC Symbol;Acc:HGNC:23216]	ZNF469
ENSG00000225663	17	81821790	81833302	MAPK regulated corepressor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28007]	MCRIP1
ENSG00000225774	22	30542536	30544305	signal regulatory protein alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9663]	SIRPAP1
ENSG00000225783	22	26646411	26676478	myocardial infarction associated transcript [Source:HGNC Symbol;Acc:HGNC:33425]	MIAT
ENSG00000225806	20	58863466	58888811	novel transcript, antisense to GNAS	
ENSG00000225950	19	49061066	49065076	neurotrophin 4 [Source:HGNC Symbol;Acc:HGNC:8024]	NTF4
ENSG00000226085	22	39875289	39876108	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12588]	UQCRFS1P1
ENSG00000226137	17	81017969	81034881	BAIAP2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:44342]	BAIAP2-DT
ENSG00000226298	21	15694300	15696581	RAD23B pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:9814]	RAD23BP3
ENSG00000226328	22	45133020	45163862	NUP50 divergent transcript [Source:HGNC Symbol;Acc:HGNC:50502]	NUP50-DT
ENSG00000226332	20	62305432	62306325	novel transcript	
ENSG00000226465	20	25696619	25844706	novel transcript	
ENSG00000226471	22	28800655	28850593	novel transcript	
ENSG00000226496	21	41141493	41168796	long intergenic non-protein coding RNA 323 [Source:HGNC Symbol;Acc:HGNC:19720]	LINC00323
ENSG00000226686	19	37251448	37267879	long intergenic non-protein coding RNA 1535 [Source:HGNC Symbol;Acc:HGNC:51282]	LINC01535
ENSG00000226696	19	54436709	54449440	LENG8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40705]	LENG8-AS1
ENSG00000226742	18	79964582	79970823	heat shock factor binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:37243]	HSBP1L1
ENSG00000226763	19	43596617	43614498	serine/arginine repetitive matrix 5 [Source:HGNC Symbol;Acc:HGNC:37248]	SRRM5
ENSG00000227036	17	72221072	72640472	long intergenic non-protein coding RNA 511 [Source:HGNC Symbol;Acc:HGNC:43564]	LINC00511
ENSG00000227115	18	51346249	51643939	long intergenic non-protein coding RNA 1630 [Source:HGNC Symbol;Acc:HGNC:52295]	LINC01630
ENSG00000227201	22	30046276	30047193	calponin 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39526]	CNN2P1
ENSG00000227477	20	44963794	44966959	STK4 divergent transcript [Source:HGNC Symbol;Acc:HGNC:43811]	STK4-DT
ENSG00000227500	19	1905214	1926013	secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385]	SCAMP4
ENSG00000227543	17	28598790	28617377	SPAG5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41140]	SPAG5-AS1
ENSG00000228071	16	17932720	17933275	ribosomal protein L7 pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:35913]	RPL7P47
ENSG00000228201	16	648457	649208	novel transcript	
ENSG00000228218	17	76225751	76226806	activating transcription factor 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:788]	ATF4P3
ENSG00000228253	MT	8366	8572	mitochondrially encoded ATP synthase membrane subunit 8 [Source:HGNC Symbol;Acc:HGNC:7415]	MT-ATP8
ENSG00000228274	22	38667585	38681871	TOMM22 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56758]	TOMM22-DT
ENSG00000228300	19	1276021	1279244	family with sequence similarity 174 member C [Source:HGNC Symbol;Acc:HGNC:26073]	FAM174C
ENSG00000228315	22	23630618	23717423	GUSB pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:42325]	GUSBP11
ENSG00000228340	20	60047154	60653784	MIR646 host gene [Source:HGNC Symbol;Acc:HGNC:27659]	MIR646HG
ENSG00000228639	17	71829870	72058073	regulator of chondrogenesis RNA [Source:HGNC Symbol;Acc:HGNC:52946]	ROCR
ENSG00000228674	19	50927079	50927571	peptidylprolyl isomerase A pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:53683]	PPIAP59
ENSG00000228696	17	46274184	46361766	ARF like GTPase 17B [Source:HGNC Symbol;Acc:HGNC:32387]	ARL17B
ENSG00000228887	19	14070342	14071237	eukaryotic translation elongation factor 1 delta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32474]	EEF1DP1
ENSG00000229107	22	20667836	20670984	ABHD17A pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:34042]	ABHD17AP4
ENSG00000229230	20	35218009	35218185	metallothionein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16120]	MT1P3
ENSG00000229539	20	3862613	3889202	PANK2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40732]	PANK2-AS1
ENSG00000229586	17	20481330	20483991	transportin 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:50718]	TNPO1P3
ENSG00000229690	20	60414396	60414872	MT-CO2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16564]	MTCO2P1
ENSG00000229782	17	4487679	4499913	SPNS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55787]	SPNS2-AS1
ENSG00000229809	16	30569281	30572734	zinc finger protein 688 [Source:HGNC Symbol;Acc:HGNC:30489]	ZNF688
ENSG00000229833	19	7629711	7631956	PET100 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40038]	PET100
ENSG00000229873	20	62800601	62805971	OGFR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40724]	OGFR-AS1
ENSG00000229891	22	42363671	42369300	long intergenic non-protein coding RNA 1315 [Source:HGNC Symbol;Acc:HGNC:50513]	LINC01315
ENSG00000229944	17	49424269	49424922	eukaryotic translation initiation factor 4E pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32428]	EIF4EP2
ENSG00000229980	17	50866605	50938089	TOB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44340]	TOB1-AS1
ENSG00000230071	22	40586700	40588003	ribosomal protein L4 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35611]	RPL4P6
ENSG00000230148	17	48543002	48554788	HOXB cluster antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43744]	HOXB-AS1
ENSG00000230149	22	38734730	38738990	novel transcript, antisense to SUN2	
ENSG00000230387	20	23159587	23190419	long intergenic non-protein coding RNA 3125 [Source:HGNC Symbol;Acc:HGNC:57012]	LINC03125
ENSG00000230479	21	36430289	36627435	lncRNA TGF-beta/SMAD3 pathway interacting [Source:HGNC Symbol;Acc:HGNC:56660]	LNCTSI
ENSG00000230513	22	21001536	21010342	THAP7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41013]	THAP7-AS1
ENSG00000230568	20	3489529	3491005	splicing factor 3a, subunit 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16576]	SF3A3P1
ENSG00000230701	22	23262767	23265005	F-box and WD repeat domain containing 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13609]	FBXW4P1
ENSG00000230897	17	14705076	14705534	ribosomal protein S18 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:35967]	RPS18P12
ENSG00000230978	21	34723807	34737204	long intergenic non-protein coding RNA 160 [Source:HGNC Symbol;Acc:HGNC:1294]	LINC00160
ENSG00000230982	21	46653558	46654022	DSTN pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23769]	DSTNP1
ENSG00000230989	16	83719311	83819737	heat shock factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5203]	HSBP1
ENSG00000231119	20	47352417	47354633	novel transcript, antisense to ZMYND8	
ENSG00000231290	20	58515379	58623080	APCDD1L divergent transcript [Source:HGNC Symbol;Acc:HGNC:27152]	APCDD1L-DT
ENSG00000231369	22	26886909	26887548	ribosomal protein L15 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:36933]	RPL15P22
ENSG00000231412	19	43323549	43331550	long intergenic non-protein coding RNA 3078 [Source:HGNC Symbol;Acc:HGNC:56665]	LINC03078
ENSG00000231466	22	25349543	25350322	PHF10 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56986]	PHF10P2
ENSG00000231645	17	20512560	20517479	keratin 17 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:50724]	KRT17P6
ENSG00000231711	22	46039907	46048412	long intergenic non-protein coding RNA 899 [Source:HGNC Symbol;Acc:HGNC:48583]	LINC00899
ENSG00000231870	17	30567700	30571748	keratin 17 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:33697]	KRT17P3
ENSG00000231924	19	42866464	42879822	pregnancy specific beta-1-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:9514]	PSG1
ENSG00000231993	22	41141367	41197520	EP300 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50504]	EP300-AS1
ENSG00000232098	19	58404238	58408484	ZNF584 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56027]	ZNF584-DT
ENSG00000232346	22	32039490	32039896	ribosomal protein S17 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36821]	RPS17P16
ENSG00000232388	20	18567347	18569563	small integral membrane protein 26 [Source:HGNC Symbol;Acc:HGNC:43430]	SMIM26
ENSG00000232429	19	33589206	33589688	ribosomal protein L21 pseudogene 131 [Source:HGNC Symbol;Acc:HGNC:36428]	RPL21P131
ENSG00000232442	20	63626148	63628825	melanoma highly expressed competing endogenous lncRNA for miR-425 and miR-489 [Source:HGNC Symbol;Acc:HGNC:53110]	MHENCR
ENSG00000232645	20	23356585	23358280	long intergenic non-protein coding RNA 1431 [Source:HGNC Symbol;Acc:HGNC:50744]	LINC01431
ENSG00000232677	19	36259540	36331770	long intergenic non-protein coding RNA 665 [Source:HGNC Symbol;Acc:HGNC:44323]	LINC00665
ENSG00000232803	20	62663019	62666724	SLCO4A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40537]	SLCO4A1-AS1
ENSG00000232838	20	18137863	18143169	PET117 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40045]	PET117
ENSG00000232855	21	28328738	28836786	long intergenic non-protein coding RNA 3138 [Source:HGNC Symbol;Acc:HGNC:58104]	LINC03138
ENSG00000232859	17	27878314	27894752	LYR motif containing 9 [Source:HGNC Symbol;Acc:HGNC:27314]	LYRM9
ENSG00000233175	17	45238028	45241900	FMNL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55717]	FMNL1-AS1
ENSG00000233223	17	7581960	7584102	MPDU1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40379]	MPDU1-AS1
ENSG00000233347	20	52110344	52111049	endoplasmic reticulum lumenal protein 29 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24625]	ERP29P1
ENSG00000233380	17	53756989	53757870	ribosomal protein S2 pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:35985]	RPS2P48
ENSG00000233493	19	55379244	55384292	transmembrane protein 238 [Source:HGNC Symbol;Acc:HGNC:40042]	TMEM238
ENSG00000233527	19	36573070	36594712	ZNF529 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51275]	ZNF529-AS1
ENSG00000233927	19	8320900	8323567	ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:10418]	RPS28
ENSG00000234107	21	31840341	31840858	TPT1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16742]	TPT1P1
ENSG00000234327	17	5096979	5115004	ZNF232 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40623]	ZNF232-AS1
ENSG00000234465	19	43575801	43583964	phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:HGNC Symbol;Acc:HGNC:44206]	PINLYP
ENSG00000234477	17	40921430	40975926	novel transcript	
ENSG00000234494	17	47873927	47941417	SP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51341]	SP2-AS1
ENSG00000234509	21	31624034	31659500	SOD1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55683]	SOD1-DT
ENSG00000234684	20	1325366	1378735	SDCBP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44314]	SDCBP2-AS1
ENSG00000234719	16	11927259	11976643	nuclear pore complex interacting protein family member B2 [Source:HGNC Symbol;Acc:HGNC:37451]	NPIPB2
ENSG00000234795	Y	7712985	7776707	raftlin, lipid raft linker 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23971]	RFTN1P1
ENSG00000234859	17	41397086	41449675	novel transcript	
ENSG00000234869	22	46537892	46557010	long intergenic non-protein coding RNA 2925 [Source:HGNC Symbol;Acc:HGNC:55756]	LINC02925
ENSG00000234899	17	72067099	72237203	SOX9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49321]	SOX9-AS1
ENSG00000234912	17	77086716	77099902	small nucleolar RNA host gene 20 [Source:HGNC Symbol;Acc:HGNC:33099]	SNHG20
ENSG00000235034	19	50648792	50659310	chromosome 19 open reading frame 81 [Source:HGNC Symbol;Acc:HGNC:40041]	C19orf81
ENSG00000235065	20	21114723	21115197	RPL24 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16597]	RPL24P2
ENSG00000235159	22	46067061	46071539	long intergenic non-protein coding RNA 2939 [Source:HGNC Symbol;Acc:HGNC:55954]	LINC02939
ENSG00000235175	Y	5793300	5793737	ribosomal protein L26 pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:36004]	RPL26P37
ENSG00000235183	17	49795343	49795669	SRP14 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:53769]	SRP14P3
ENSG00000235214	20	35284243	35285763	FAM83C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16113]	FAM83C-AS1
ENSG00000235297	18	74389884	74390297	FAU pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17984]	FAUP1
ENSG00000235508	20	45640486	45641370	ribosomal protein S2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:15838]	RPS2P7
ENSG00000235513	22	41207592	41228500	L3MBTL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40847]	L3MBTL2-AS1
ENSG00000235530	17	21214322	21238485	TMEM11 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55671]	TMEM11-DT
ENSG00000235560	16	30534752	30554807	ZNF747 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55668]	ZNF747-DT
ENSG00000235568	22	42380407	42432403	NFAT activating protein with ITAM motif 1 [Source:HGNC Symbol;Acc:HGNC:29872]	NFAM1
ENSG00000235698	20	12380056	12381255	proliferation-associated 2G4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16531]	PA2G4P2
ENSG00000235776	22	19792294	19793094	ribosomal protein L7a pseudogene 70 [Source:HGNC Symbol;Acc:HGNC:36752]	RPL7AP70
ENSG00000235888	21	38988567	39062894	long intergenic non-protein coding RNA 2940 [Source:HGNC Symbol;Acc:HGNC:55955]	LINC02940
ENSG00000235954	22	27919303	28008581	TTC28 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:29336]	TTC28-AS1
ENSG00000236088	17	13755574	14069508	COX10 divergent transcript [Source:HGNC Symbol;Acc:HGNC:38873]	COX10-DT
ENSG00000236144	19	35540731	35546029	TMEM147 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51273]	TMEM147-AS1
ENSG00000236377	17	32876726	32906611	MYO1D divergent transcript [Source:HGNC Symbol;Acc:HGNC:55837]	MYO1D-DT
ENSG00000236379	Y	25168599	25169841	zinc finger protein 736 pseudogene 4, Y-linked [Source:HGNC Symbol;Acc:HGNC:38464]	ZNF736P4Y
ENSG00000236384	21	41711461	41715775	long intergenic non-protein coding RNA 479 [Source:HGNC Symbol;Acc:HGNC:19727]	LINC00479
ENSG00000236435	Y	7687739	7689548	testis specific protein Y-linked 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:23904]	TSPY12P
ENSG00000236618	17	1516815	1518106	PITPNA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44116]	PITPNA-AS1
